OrgID,CNT_AlumRelationships,CNT_Relationships,CNT_Designations,LifetimeDonation,DonorLast3Yrs,GivingVelocity,TimeVelocity,RFM_ORG,GivesToUniversities,ArtsCultureandHumanities,Education,EnvironmentandAnimals,Health,Philanthropy,PublicandSocietalBenefit,Religion
389,0,0,2,359.98,0,1,,7,0,0,0,0,0,0,1,0
390,0,1,1,1000,0,1,,6,0,0,0,0,0,0,0,0
391,0,0,7,1009343.97,1,1,,14,1,0,0,0,0,0,0,0
392,0,1,1,5000,1,1,,5,1,0,0,0,0,0,0,0
393,0,0,1,2000,1,1,,8,1,0,0,0,0,0,0,0
394,1,1,4,2450,1,1,,11,0,0,0,0,0,0,1,0
395,0,1,1,3000,1,1,,8,1,0,0,0,0,0,0,0
396,0,0,1,150,0,1,,7,0,0,0,0,0,0,0,0
397,0,1,1,650.75,1,1,,7,1,0,0,0,0,0,0,0
398,0,0,1,780,0,1,,7,0,0,0,0,0,0,0,0
399,0,1,1,37500,0,1,,8,0,0,0,0,0,0,0,0
400,0,0,1,11351.97,0,1,,7,0,0,0,0,0,0,0,0
401,2,5,1,5000,1,1,,7,1,0,0,0,0,0,0,0
402,0,1,1,10,0,1,,7,0,0,0,0,0,0,0,0
403,0,1,1,1350,1,1,,8,0,0,0,0,0,0,1,0
404,0,0,2,50750,0,1,,8,1,0,0,0,0,0,0,0
405,0,1,1,10000,1,1,,5,0,0,0,0,0,0,0,0
406,0,1,1,12000,1,1,,8,0,0,0,0,0,0,1,0
407,1,2,2,35000,1,1,,11,1,0,0,0,0,0,0,0
408,0,3,2,102500,1,1,,12,0,0,0,0,0,0,1,0
409,0,0,1,153737.5,1,1,,9,1,0,0,0,0,0,0,0
410,0,1,1,10500,1,1,,9,1,0,0,0,0,0,0,0
411,0,0,1,1500,0,1,,8,0,0,0,0,0,0,0,0
412,0,1,1,1000,1,1,,7,1,0,0,0,0,0,0,0
413,0,0,1,14260,1,1,,11,1,0,0,0,0,0,0,0
414,0,1,1,1558038.06,1,1,,12,1,0,0,0,1,0,0,0
415,4,7,1,7000,1,1,,8,1,0,0,0,0,0,0,0
416,0,1,1,255000,1,1,,13,1,0,0,0,1,0,0,0
417,0,1,1,1000,0,1,,6,0,0,0,0,0,0,0,0
418,0,0,1,150564.76,1,1,,10,1,0,0,0,0,0,0,0
419,2,4,2,49203,1,1,,9,1,0,1,0,0,0,0,0
420,0,0,1,479.39,1,1,,8,1,0,0,0,0,0,0,0
421,0,3,4,578150,0,1,1,12,0,0,1,1,0,0,1,0
422,0,0,1,1257.4,0,1,,7,0,0,0,0,0,0,0,0
423,0,3,2,966372,1,1,,13,1,0,0,0,0,0,0,0
424,0,0,1,13064,0,1,,8,0,0,0,0,0,0,0,0
425,3,6,2,301000,1,1,,10,0,0,0,0,0,0,0,0
426,0,0,1,760019.02,1,1,3,13,1,0,0,0,0,0,0,0
427,0,0,1,1000,0,1,,6,0,0,0,0,0,0,0,0
428,2,2,1,10000,1,1,,8,1,1,1,0,0,0,0,0
429,0,1,1,4500,0,1,,6,0,0,0,0,0,0,0,0
430,0,1,1,1400,1,1,,7,0,0,0,0,0,0,0,0
431,1,9,4,2740516.37,1,1,,14,1,1,1,1,0,0,0,0
432,0,1,1,500,0,1,,6,0,0,0,0,0,0,0,0
433,1,1,1,550,0,1,,6,0,0,0,0,0,0,0,0
434,0,1,1,4985,0,1,,6,0,0,0,0,0,0,0,0
435,2,3,1,1500,1,1,,7,1,0,0,0,0,0,0,0
436,0,0,1,18000,0,1,,7,0,0,0,0,0,0,0,0
437,0,1,1,2700,1,1,,8,1,0,0,0,0,0,0,0
438,0,1,1,28.99,0,1,,6,0,0,0,0,0,0,0,0
439,0,3,6,354968.6,1,1,,14,1,0,0,1,0,0,0,0
440,6,9,1,5500,0,1,,6,1,0,1,0,1,1,1,1
441,0,1,1,750,1,1,,7,1,0,0,0,0,0,0,0
442,0,1,1,19500,1,1,,10,1,0,0,0,0,0,0,0
443,0,1,3,212577,0,1,,10,0,0,0,0,0,0,0,0
444,9,13,6,1222700,1,1,,14,1,0,0,0,0,0,0,0
445,2,6,4,349400,1,1,,13,1,0,0,1,0,0,0,0
446,0,3,2,70000,0,1,,9,1,0,1,0,1,0,1,0
447,5,7,2,8636.46,1,1,,8,0,0,0,0,0,0,0,0
448,0,0,1,3000,0,1,,7,0,0,0,0,0,0,0,0
449,0,2,2,340461.1,1,1,,12,1,1,1,1,0,0,0,0
450,0,1,1,7500,1,1,,8,1,0,0,0,0,0,0,0
451,0,2,1,75,0,1,,6,0,0,0,0,0,0,0,0
452,0,0,1,1000,0,1,,7,0,0,0,0,0,0,0,0
453,0,1,2,100,1,1,,7,1,0,0,0,0,0,0,0
454,0,0,1,100910,1,1,,10,1,0,0,0,0,0,0,0
455,11,17,1,523.45,1,1,,8,1,0,0,0,0,0,0,0
456,0,1,1,79406.46,0,1,,8,0,0,0,0,0,0,0,0
457,1,6,2,18060,0,1,,11,0,0,0,0,0,0,0,0
458,0,0,1,500,1,1,,7,1,0,0,0,0,0,0,0
459,1,1,3,1600,0,1,,7,0,0,0,0,0,0,0,0
460,0,0,1,19818,1,1,,8,1,0,0,0,0,0,0,0
461,0,1,1,9583.33,1,1,,7,1,0,0,0,0,0,0,0
462,0,1,1,63000,1,1,,9,1,0,0,0,0,0,0,0
463,0,0,1,300,0,1,,7,0,0,0,0,0,0,0,0
464,0,1,3,46000,1,1,,10,1,0,0,0,1,0,0,0
465,0,1,1,1000,0,1,,6,0,0,0,0,0,0,0,0
466,1,1,1,17500,0,1,,11,0,0,0,0,0,0,0,0
467,1,1,1,500,1,1,,7,0,0,0,0,0,0,0,0
468,1,3,4,7500,1,1,,12,1,0,0,0,0,0,0,0
469,0,0,1,196960,1,1,,9,1,0,0,0,0,0,0,0
470,1,1,1,580,1,1,3,9,1,0,0,0,0,0,0,0
471,8,10,3,27587,1,1,,12,1,0,0,0,0,0,0,0
472,6,8,5,403213,1,1,,13,1,0,0,0,0,0,0,0
473,0,2,3,60300,1,1,,10,1,0,0,0,0,0,0,0
474,2,3,3,2805,1,1,,8,0,0,0,0,0,0,1,0
475,1,3,1,5500,0,1,,6,0,0,0,0,0,0,0,0
476,0,0,1,40162.74,1,1,1,9,1,0,0,0,0,0,0,0
477,0,1,1,10500,0,1,,9,0,0,0,0,0,0,0,0
478,0,0,2,41716.31,1,1,3,11,1,0,0,0,0,0,0,0
479,0,1,1,900,0,1,,6,0,0,0,0,0,0,0,0
480,0,0,1,1000,1,1,,7,1,0,0,0,0,0,0,0
481,0,2,1,200000,0,1,,10,1,0,0,0,0,0,0,0
482,0,0,1,300,0,1,,6,0,0,0,0,0,0,0,0
483,0,1,1,18291.74,0,1,,8,1,0,0,0,0,0,0,0
484,0,1,1,32947.89,1,1,,8,1,0,0,0,0,0,0,0
485,0,0,1,7030,1,1,,7,0,1,0,0,0,0,0,0
486,0,1,1,500,1,1,,7,0,0,0,0,0,0,1,0
487,0,0,1,50,0,1,,6,0,0,0,0,0,0,0,0
488,0,0,1,102317,0,1,,10,0,0,0,0,0,0,0,0
489,22,33,5,776794.71,1,1,,14,0,0,0,0,0,0,0,0
490,1,1,2,175.1,1,1,,8,1,0,0,0,0,0,0,0
491,1,1,3,4450,1,1,,8,1,0,0,0,0,0,0,0
492,0,1,2,3025,1,1,,9,0,0,0,0,0,0,0,0
493,0,0,1,1250,1,1,,8,1,0,0,0,0,0,0,0
494,0,3,1,500,0,1,,6,0,0,0,0,0,0,0,0
495,0,1,1,3265,0,1,,9,0,0,0,0,0,0,0,0
496,0,1,1,100,1,1,,7,0,0,0,0,0,0,0,0
497,0,0,1,250,1,1,,7,1,0,0,0,0,0,0,0
498,3,10,6,1099776.64,1,1,,14,1,0,0,0,0,0,0,0
499,0,1,1,8650,0,1,,7,0,0,0,0,0,0,0,0
500,1,1,5,62570,1,1,,12,0,0,0,0,0,0,1,0
501,0,1,1,11000,1,1,,9,0,0,0,0,0,0,1,0
502,0,0,1,19166.67,1,1,,9,1,0,0,0,0,0,0,0
503,0,1,1,4300,0,1,,8,0,0,0,0,0,0,0,0
504,0,0,2,1000,1,1,,8,1,0,0,0,0,0,0,0
505,0,1,1,4000,1,1,,8,0,0,0,0,0,0,0,0
506,0,1,1,1250,0,1,,8,0,0,0,0,0,0,0,0
507,0,0,1,1000,1,1,,7,1,0,0,0,0,0,0,0
508,0,0,2,237500,1,1,,11,1,0,0,0,0,0,0,0
509,0,2,2,1200,1,1,,7,1,0,0,0,0,0,0,0
510,1,1,1,10000,1,1,,8,0,0,0,0,0,0,0,0
511,0,0,2,116600,0,1,,10,0,0,0,0,0,0,0,0
512,0,1,1,140,1,1,,7,0,0,0,0,0,0,1,0
513,0,0,1,300,1,1,,7,1,0,0,0,0,0,0,0
514,0,0,1,1000,0,1,,7,0,0,0,0,0,0,0,0
515,0,1,1,1629.05,1,1,,8,0,0,0,0,0,0,1,0
516,0,0,1,49791.68,1,1,,9,1,0,0,0,0,0,0,0
517,0,1,1,500,1,1,,8,1,0,0,0,0,0,0,0
518,0,0,1,295000,1,1,,10,1,0,0,0,0,0,0,0
519,0,1,1,129200,0,1,,8,0,0,0,0,0,0,0,0
520,2,7,3,116900,1,1,,9,1,0,0,0,0,0,0,0
521,0,0,1,100,0,1,,6,0,0,0,0,0,0,0,0
522,0,1,1,100,1,1,,7,0,0,0,0,0,0,0,0
523,0,1,1,300,0,1,,7,0,0,0,0,0,0,0,0
524,0,1,1,212500,1,1,,10,1,0,0,0,0,0,0,0
525,1,1,2,47250,1,1,3,9,0,0,0,0,0,0,0,0
526,0,1,1,43369.8,1,1,,9,1,0,0,0,0,0,0,0
527,0,1,1,275000,1,1,,12,1,0,0,0,0,0,0,0
528,1,1,3,19650,1,1,,10,0,0,0,0,0,0,0,0
529,0,0,1,500,0,1,,6,0,0,0,0,0,0,0,0
530,0,0,1,70700,0,1,,7,0,0,0,0,0,0,0,0
531,0,0,1,13481.87,1,1,,9,1,0,0,0,0,0,0,0
532,0,3,2,98050.46,1,1,,12,0,0,0,0,0,0,0,0
533,0,1,1,1000,0,1,,6,0,0,0,0,0,0,0,0
534,1,1,3,6000,1,1,,8,1,0,0,0,0,0,0,0
535,0,1,1,42000,0,1,,8,1,0,0,0,0,0,0,0
536,0,0,1,300,0,1,,6,0,0,0,0,0,0,0,0
537,0,0,1,44951.82,0,1,,8,0,0,0,0,0,0,0,0
538,0,0,2,4762.5,0,1,,8,0,0,0,0,0,0,0,0
539,0,0,1,18007.5,1,1,,8,1,0,0,0,0,0,0,0
540,1,1,2,1500,1,1,,8,1,0,0,0,0,0,0,0
541,1,2,1,50233.73,1,1,,9,1,0,0,0,0,0,0,0
542,0,1,1,500,0,1,,6,0,0,0,0,0,0,0,0
543,0,0,1,3550267.22,1,1,3,14,1,0,0,0,0,0,0,0
544,0,0,1,11067,0,1,,7,0,0,0,0,0,0,0,0
545,5,10,3,39350,0,1,1,10,1,0,0,0,0,0,0,0
546,0,2,2,20500,1,1,,11,1,0,0,0,0,0,0,0
547,1,1,2,3715,1,1,,9,1,0,0,0,0,0,0,0
548,0,0,1,5500,1,1,,7,0,1,0,0,0,0,0,0
549,3,11,2,10600,1,1,,11,0,0,0,0,0,0,0,0
550,0,1,1,31875,1,1,,9,1,0,0,0,0,0,0,0
551,0,1,2,12400,1,1,,10,0,0,0,0,0,0,0,0
552,0,1,1,1500,0,1,,7,0,0,0,0,0,0,0,0
553,0,0,2,20960,1,1,,9,1,0,0,0,0,0,1,0
554,0,0,1,300,0,1,,7,0,0,0,0,0,0,1,1
555,0,0,1,5640,0,1,,6,0,0,0,0,0,0,0,0
556,0,0,2,14200,1,1,,9,0,0,0,0,0,0,0,0
557,0,0,1,100,0,1,,7,0,0,0,0,0,0,0,0
558,0,0,1,1843764,0,1,,8,1,0,0,0,0,0,0,0
559,0,0,1,5300,0,1,,9,0,0,0,0,0,0,0,0
560,0,1,1,130000,0,1,,8,0,0,0,0,0,0,0,0
561,0,3,2,54000,0,1,,11,0,0,0,0,0,0,0,0
562,0,1,1,4453268.81,1,1,1,13,1,1,0,0,1,0,0,0
563,0,0,1,3900.3,1,1,,7,1,0,0,0,0,0,0,0
564,1,2,2,35762.19,1,1,,12,1,0,0,0,0,0,0,0
565,0,1,2,260500,1,1,1,11,1,0,0,0,0,0,0,0
566,0,1,1,1500,1,1,,8,1,0,0,0,0,0,0,0
567,0,0,1,686.05,1,1,,7,1,0,0,0,0,0,0,0
568,0,0,1,21.21,0,1,,6,0,0,0,0,0,0,0,0
569,1,1,2,4935.89,1,1,,8,1,0,0,0,0,0,0,0
570,3,6,2,24581,1,1,,9,1,0,0,0,0,0,0,0
571,0,0,5,1045246.86,1,1,,11,1,0,0,0,0,0,0,0
572,0,0,1,30000,1,1,,12,1,0,0,0,0,0,0,0
573,0,0,1,2350,1,1,,9,1,0,0,0,0,0,0,0
574,0,0,1,4045.5,0,1,,6,0,0,0,0,0,0,0,0
575,0,1,2,42300,1,1,,12,1,0,0,0,0,0,0,0
576,0,1,2,2400,1,1,,8,1,0,0,0,0,0,0,0
577,1,2,5,274814,0,1,,12,0,0,0,0,0,0,0,0
578,2,6,3,31560,1,1,,12,1,0,0,0,0,0,0,0
579,0,0,3,869067.27,1,1,1,14,1,0,0,0,0,0,0,0
580,0,0,1,50,1,1,,7,1,0,0,0,0,0,0,0
581,4,7,2,54500,1,1,3,12,1,0,0,0,0,0,0,0
582,14,19,4,375150.89,1,1,3,13,1,0,0,0,0,0,0,0
583,0,4,3,335479.77,1,1,,12,1,1,1,1,1,0,1,0
584,0,0,1,1000,0,1,,6,0,0,0,0,0,0,0,0
585,0,0,1,200,0,1,,6,0,0,0,0,0,0,0,0
586,0,1,1,12833.33,1,1,,9,1,0,0,0,0,0,0,0
587,0,1,1,4000,0,1,,7,0,0,0,0,0,0,0,0
588,0,1,1,30000,1,1,,8,1,1,0,0,0,0,0,0
589,2,15,5,236457,1,1,,13,1,0,0,0,0,0,0,0
590,0,0,3,17818,1,1,,8,0,0,0,0,0,0,0,0
591,0,0,1,5500,1,1,,7,0,0,0,0,0,0,1,0
592,1,1,2,1480,0,1,,7,0,0,0,0,0,0,0,0
593,0,0,2,464.51,0,1,,7,0,0,0,0,0,0,0,0
594,0,0,1,10000,0,1,,7,0,0,0,0,0,0,0,0
595,0,1,1,1428,0,1,,6,0,0,0,0,0,0,0,0
596,0,1,1,14750,0,1,,7,0,0,0,0,0,0,0,0
597,0,1,2,57850,1,1,,9,0,0,0,0,0,0,1,0
598,18,34,7,4933958,0,1,,14,1,1,1,0,0,0,0,0
599,0,1,1,500,0,1,,7,0,0,0,0,0,0,0,0
600,0,1,1,200,0,1,,6,0,0,0,0,0,0,0,0
601,0,1,1,1500,0,1,,6,0,0,0,0,0,0,0,0
602,0,0,2,2000,0,1,,7,0,0,0,0,0,0,0,0
603,4,4,1,94166.68,1,1,,9,1,0,0,0,0,0,0,0
604,0,2,1,11200,1,1,,10,1,0,0,0,0,0,0,0
605,0,1,1,500,0,1,,6,0,0,0,0,0,0,0,0
606,0,1,2,600,1,1,,8,0,0,0,0,0,0,0,0
607,3,5,1,4000,1,1,,7,1,0,0,0,0,0,0,0
608,0,0,1,12000,1,1,,8,1,0,0,0,0,0,0,0
609,1,2,2,25555,1,1,,12,1,0,0,0,0,0,0,0
610,0,0,1,161903.08,1,1,,9,0,0,0,0,0,0,0,0
611,0,0,1,41929.6,1,1,,8,1,0,0,0,0,0,0,0
612,1,1,1,105,1,1,,7,1,0,0,0,0,0,0,0
613,0,0,2,37640.5,1,1,,12,1,0,0,0,0,0,0,0
614,0,1,1,53845,0,1,,9,0,0,0,0,0,0,0,0
615,0,0,1,750,0,1,,6,0,0,0,0,0,0,0,0
616,0,0,1,440445.57,1,1,,11,1,0,0,0,0,0,0,0
617,1,2,1,4500,1,1,,8,1,0,0,0,1,0,0,0
618,0,4,3,62795,1,1,,9,1,0,0,0,1,0,0,0
619,0,0,1,500,1,1,,7,0,0,0,0,0,0,1,0
620,0,0,1,2420.6,1,1,,8,0,0,0,0,0,0,0,0
621,0,1,1,1850,1,1,,8,1,0,0,0,0,0,0,0
622,1,2,3,25050,0,1,,9,0,0,0,0,0,0,0,0
623,1,4,2,565118,1,1,1,12,1,0,1,0,0,0,0,0
624,0,1,1,8333.33,1,1,,7,1,0,0,0,0,0,0,0
625,0,2,1,1343343,1,1,1,14,1,0,0,0,0,0,0,0
626,0,0,1,5000,0,1,,8,0,0,0,0,0,0,0,0
627,0,0,2,2397491.5,1,1,,13,0,0,0,0,0,0,0,0
628,0,0,1,500,1,1,,7,1,0,0,0,0,0,0,0
629,0,1,1,336562.5,1,1,,11,1,0,0,0,0,0,0,0
630,0,1,1,2341.7,1,1,,8,1,0,0,0,0,0,0,0
631,0,0,1,800,1,1,,7,0,0,0,0,0,0,0,0
632,0,1,1,525,1,1,,7,1,0,0,0,0,0,0,0
633,0,0,1,1077,0,1,,6,0,0,0,0,0,0,0,0
634,0,1,1,1304.2,1,1,,7,1,0,0,0,0,0,0,0
635,0,1,3,4450,1,1,,9,0,0,0,0,0,0,0,0
636,0,1,1,4000,1,1,,7,1,0,0,0,0,0,0,0
637,2,6,1,6445,1,1,,8,1,0,0,0,0,0,0,0
638,0,0,1,5000,0,1,,6,0,0,1,0,1,1,1,0
639,0,0,1,580,1,1,,7,0,0,0,0,0,0,0,0
640,4,5,4,352527.5,0,1,,12,0,0,0,0,0,0,0,0
641,0,1,1,1500,0,1,,6,0,0,0,0,0,0,0,0
642,0,1,1,1000,0,1,,6,0,0,0,0,0,0,0,0
643,0,1,2,1250,1,1,,9,1,0,0,0,0,0,0,0
644,1,6,2,15100,1,1,,9,1,0,0,0,0,0,0,0
645,2,5,1,3000,0,1,,6,0,0,0,0,0,0,0,0
646,0,1,1,19166.67,1,1,,8,1,0,0,0,1,0,0,0
647,32,56,6,1430123.97,1,1,1,14,1,0,0,0,0,0,0,0
648,0,1,2,580,1,1,,8,1,0,0,0,0,0,0,0
649,0,1,1,103875,1,1,,11,1,0,0,0,0,0,0,0
650,0,0,1,652.55,1,1,,7,1,0,0,0,0,0,0,0
651,0,0,1,4991.5,1,1,,7,0,0,0,0,0,0,0,0
652,0,1,1,11523.1,1,1,,10,1,0,0,0,0,0,0,0
653,3,14,7,664007.16,1,1,3,14,0,0,0,0,0,0,1,0
654,0,0,1,1213450,0,1,,11,1,0,0,0,0,0,0,0
655,5,7,2,1250,0,1,,8,0,0,0,0,0,0,0,0
656,0,1,2,302.7,1,1,,8,1,0,0,0,0,0,0,0
657,0,1,1,398.09,1,1,,7,0,0,0,0,0,0,1,0
658,0,0,1,5390,0,1,,6,0,0,0,0,0,0,0,0
659,0,1,1,3685.48,1,1,,7,1,0,0,0,0,0,0,0
660,0,1,1,20000,1,1,,10,1,0,0,0,0,0,0,0
661,0,2,1,2000,1,1,,7,0,0,0,0,0,0,0,0
662,0,2,2,51500,0,1,,9,1,0,0,0,0,0,0,0
663,2,4,3,10518900.43,1,1,1,15,1,0,0,0,0,0,0,0
664,0,0,1,5000,1,1,,7,1,0,0,0,0,0,0,0
665,1,1,4,585,1,1,,9,0,0,0,0,0,0,0,0
666,0,2,5,234000,1,1,3,14,1,0,0,0,1,0,0,0
667,0,0,1,65000,0,1,,8,1,0,0,0,0,0,0,0
668,0,1,1,9050,1,1,3,10,1,0,0,0,0,0,0,0
669,0,0,1,38300,1,1,,9,1,0,0,0,0,0,0,0
670,0,1,1,200000,1,1,,9,0,0,0,0,0,0,1,0
671,0,2,1,52412,0,1,,7,0,0,0,0,0,0,0,0
672,0,2,2,1559,0,1,,6,0,0,0,0,0,0,0,0
673,0,0,1,8808.94,0,1,,7,0,0,0,0,0,0,0,0
674,1,6,7,2353927.5,1,1,3,15,1,0,0,0,1,0,0,0
675,0,0,1,1236.2,0,1,,7,0,0,0,0,0,0,0,0
676,0,0,1,52600,1,1,1,12,1,0,0,0,0,0,0,0
677,0,1,1,15625,0,1,,8,0,0,0,0,0,0,0,0
678,0,0,1,400,0,1,,6,0,0,0,0,0,0,0,0
679,1,1,3,7750,1,1,1,12,1,0,0,0,0,0,0,0
680,0,1,1,1500,0,1,,6,0,0,0,0,0,0,0,0
681,0,0,1,200,1,1,,7,1,0,0,0,0,0,0,0
682,0,0,1,225,0,1,,6,0,0,0,0,0,0,0,0
683,0,1,1,17315,0,1,,8,0,0,0,0,0,0,0,0
684,0,0,1,3500,0,1,,6,0,0,0,0,0,0,0,0
685,0,1,1,500,0,1,,6,0,0,0,0,0,0,0,0
686,0,0,2,68729.3,1,1,1,8,0,1,0,0,0,0,0,0
687,0,1,1,25000,0,1,,5,0,0,0,0,0,0,0,0
688,0,2,1,7000,1,1,,8,1,0,0,0,0,0,0,0
689,0,0,2,6750,0,1,,6,0,0,0,0,0,0,0,0
690,0,2,1,1892300,1,1,,12,0,0,0,0,0,0,0,0
691,0,0,1,41263.2,1,1,,10,1,0,0,0,0,0,0,0
692,0,1,1,533659.53,1,1,,13,1,0,0,0,0,0,0,0
693,0,1,1,8000,1,1,,7,1,0,0,0,0,0,0,0
694,8,15,2,19719,1,1,,12,1,0,0,0,0,0,0,0
695,0,0,2,7625,1,1,,7,1,0,0,0,0,0,0,0
696,1,1,1,310.57,1,1,,7,0,0,0,0,0,0,0,0
697,0,0,1,2697,0,1,,6,0,0,0,0,0,0,0,0
698,0,0,1,715000,1,1,,10,1,0,0,0,0,0,0,0
699,0,1,1,1285.1,1,1,,7,1,0,0,0,0,0,0,0
700,0,0,1,1500,0,1,,7,0,0,0,0,0,0,0,0
701,0,0,1,900,1,1,,7,1,0,0,0,0,0,0,0
702,0,1,1,10000,1,1,,8,0,0,0,0,1,0,0,0
703,1,10,3,404268.33,1,1,,12,1,1,1,0,1,0,1,0
704,0,1,2,4865,0,1,,10,0,0,0,0,0,0,0,0
705,0,3,4,665422.38,1,1,1,14,1,0,0,0,0,0,0,0
706,0,2,1,245370.09,1,1,3,13,1,0,0,0,0,0,0,0
707,0,0,1,14331.75,1,1,,9,1,0,0,0,0,0,0,0
708,0,0,1,75.4,0,1,,6,0,0,0,0,0,0,0,0
709,0,1,2,1000000,1,1,1,13,1,0,0,0,0,0,0,0
710,0,0,1,12564.75,1,1,,10,1,0,0,0,0,0,0,0
711,0,0,1,124464,1,1,,11,1,0,0,0,0,0,0,0
712,0,1,1,2500,1,1,,7,1,0,0,0,0,0,1,0
713,0,1,1,250,0,1,,6,0,0,0,0,0,0,0,0
714,0,1,1,2000,1,1,,7,1,0,0,0,0,0,0,0
715,0,0,1,3600,0,1,,10,0,0,0,0,0,0,0,0
716,0,0,1,5500,1,1,,5,0,0,0,0,0,0,1,0
717,0,0,1,1500,0,1,,6,0,0,0,0,0,0,0,0
718,0,0,2,6630,1,1,,10,1,0,0,0,0,0,0,0
719,0,2,1,5500,0,1,,6,0,0,0,0,0,0,0,0
720,1,2,1,350,1,1,,8,0,0,0,0,0,0,0,0
721,0,1,1,650000,0,1,,11,1,0,0,0,0,0,0,0
722,0,0,1,36752.3,1,1,,10,1,0,0,0,0,0,0,0
723,0,0,1,7500,1,1,,7,1,0,0,0,0,0,0,0
724,0,1,1,1807.33,0,1,,7,0,0,0,0,0,0,0,0
725,0,0,1,18000,0,1,,8,0,0,0,0,0,0,0,0
726,0,0,1,7494.9,0,1,,6,0,0,0,0,0,0,0,0
727,0,0,1,82044,1,1,,10,1,0,0,0,0,0,0,0
728,0,0,1,2156,0,1,,6,0,0,0,0,0,0,0,0
729,0,1,5,555,0,1,,9,0,0,0,0,0,0,0,0
730,26,57,7,1334694.57,1,1,,15,1,0,0,0,0,0,0,0
731,0,1,1,777.3,1,1,,7,1,0,1,0,0,0,0,0
732,0,1,1,1170.09,1,1,,10,0,0,0,0,0,0,0,0
733,0,0,1,1000,0,1,,6,0,0,0,0,0,0,0,0
734,17,30,5,511126.08,1,1,3,14,0,0,0,0,0,0,0,0
735,0,1,1,259316.98,0,1,,10,0,0,0,0,0,0,0,0
736,0,0,2,212500,1,1,1,10,1,0,0,0,0,0,0,0
737,0,0,1,500,1,1,,7,1,0,0,0,0,0,0,0
738,0,0,2,1000,1,1,,8,1,0,0,0,0,0,0,0
739,2,2,6,29370.54,1,1,,13,0,0,0,0,0,0,0,0
740,0,0,2,9340.13,0,1,,7,0,0,0,0,0,0,0,0
741,0,1,2,88588,1,1,,10,1,0,0,0,0,0,0,0
742,0,2,4,179713.96,1,1,,12,0,0,0,0,0,0,0,0
743,19,33,5,17909.74,1,1,,11,1,0,1,0,1,0,0,0
744,0,3,2,1722000,1,1,,11,1,0,0,0,0,0,0,0
745,1,1,1,2318.34,1,1,,7,0,0,0,0,0,0,1,0
746,0,1,2,1900,1,1,,8,0,0,0,0,0,0,0,0
747,0,1,1,500,1,1,,7,1,0,0,0,0,0,0,0
748,0,1,1,945,0,1,,7,0,0,0,0,0,0,0,0
749,0,0,1,1200,0,1,,7,0,0,0,0,0,0,0,0
750,0,0,2,139564.58,1,1,,10,0,0,0,0,0,0,0,0
751,0,0,1,19619.65,0,1,,7,0,0,0,0,0,0,0,0
752,0,0,1,3229.95,0,1,,7,0,0,0,0,0,0,0,0
753,0,1,1,1500,1,1,,7,1,0,0,0,0,0,0,0
754,0,0,2,275474,1,1,,12,0,0,0,0,1,0,1,0
755,1,3,5,493855.77,1,1,,13,0,0,0,0,0,0,1,0
756,0,1,1,4356.7,1,1,,9,1,0,0,0,0,0,0,0
757,0,2,3,1873315.95,1,1,,14,1,0,1,1,0,0,0,0
758,0,0,2,7500,1,1,,8,1,0,0,0,0,0,0,0
759,0,1,1,500,1,1,,7,1,0,0,0,0,0,0,0
760,0,3,3,75499.67,0,1,,10,0,0,0,0,0,0,0,0
761,0,1,1,470,0,1,,6,0,0,0,0,0,0,0,0
762,0,0,1,304923.58,0,1,,12,0,0,0,0,0,0,0,0
763,0,2,1,22019,1,1,,10,0,0,0,0,0,0,0,0
764,1,4,3,135000,0,1,,9,1,1,1,1,1,0,0,0
765,1,2,1,11120,0,1,,8,1,0,1,0,0,0,0,0
766,0,1,1,2000,0,1,,6,0,0,0,0,0,0,0,0
767,0,3,2,19670.4,1,1,,9,1,0,0,0,0,0,0,0
768,6,9,1,305432.13,1,1,,10,1,0,0,0,1,0,0,0
769,0,0,1,3237,0,1,,8,0,0,0,0,0,0,0,0
770,0,1,1,235,0,1,,7,0,0,0,0,0,0,0,0
771,5,9,6,255142.29,1,1,,13,1,0,1,0,0,0,1,0
772,0,0,1,10850,1,1,,11,1,0,0,0,0,0,0,0
773,1,6,2,267475,1,1,,14,1,0,0,0,0,0,0,0
774,2,5,2,8500,1,1,,8,1,0,0,0,0,0,0,0
775,0,0,1,5000,0,1,,6,0,0,0,0,0,0,0,0
776,0,1,1,400,0,1,,7,0,0,0,0,0,0,0,0
777,0,1,1,19166.67,1,1,,8,1,0,0,0,0,0,0,0
778,0,0,1,500,0,1,,6,0,0,0,0,0,0,0,0
779,3,16,7,61436171.09,1,1,,15,1,0,1,0,1,0,1,0
780,0,3,2,2450,1,1,,8,1,0,0,0,0,0,0,0
781,0,1,1,5000,1,1,,7,0,0,0,0,0,0,0,0
782,1,1,1,4000,1,1,,7,0,0,0,0,0,0,0,0
783,0,0,1,345000,1,1,,12,1,0,0,0,0,0,0,0
784,0,1,2,160000,0,1,,11,0,0,0,0,0,0,0,0
785,0,0,1,17500,1,1,,11,1,0,0,0,0,0,0,0
786,10,31,7,615388.28,1,1,,15,0,0,0,0,0,0,0,0
787,0,1,2,550,1,1,,8,0,0,0,0,0,0,0,0
788,0,0,1,127069.96,0,1,,9,0,0,0,0,0,0,0,0
789,0,0,1,15625,0,1,,8,0,0,0,0,0,0,0,0
